,openssl@1.1.1l/3hjnscuv4clijpe2zq6ctqdahseg6a5z:2600,openssl@1.1.1l/3hjnscuv4clijpe2zq6ctqdahseg6a5z:2994,openssl@1.1.1l/3hjnscuv4clijpe2zq6ctqdahseg6a5z:983,openssl@1.1.1l/6oyfrgdhnuxq7hl2s572ig3sbwqn6yfx:2063,openssl@1.1.1l/6oyfrgdhnuxq7hl2s572ig3sbwqn6yfx:2388,openssl@1.1.1l/6oyfrgdhnuxq7hl2s572ig3sbwqn6yfx:568,openssl@1.1.1l/cpfin4633djcagrsk63cl5pciso6qxl6:2114,openssl@1.1.1l/cpfin4633djcagrsk63cl5pciso6qxl6:2301,openssl@1.1.1l/cpfin4633djcagrsk63cl5pciso6qxl6:548,openssl@1.1.1l/glutufrm33zhgonfdbiamib45jywli6f:2736,openssl@1.1.1l/glutufrm33zhgonfdbiamib45jywli6f:3098,openssl@1.1.1l/mis7o22v3ijek6l3tjbthkojwp6a7ukk:1217,openssl@1.1.1l/mis7o22v3ijek6l3tjbthkojwp6a7ukk:3184,openssl@1.1.1l/mmax2co7zzw6qtjlk3nbfeh3gdz2jhlb:1022,openssl@1.1.1l/mmax2co7zzw6qtjlk3nbfeh3gdz2jhlb:2816,openssl@1.1.1l/mmax2co7zzw6qtjlk3nbfeh3gdz2jhlb:3158,openssl@1.1.1l/orxnn3yskqnuvonlgu6mbyp77hjhutkg:1061,openssl@1.1.1l/orxnn3yskqnuvonlgu6mbyp77hjhutkg:2688,openssl@1.1.1l/orxnn3yskqnuvonlgu6mbyp77hjhutkg:2949,openssl@1.1.1l/paqxae2r5k3xeto3skajqbev226sdj4c:2096,openssl@1.1.1l/paqxae2r5k3xeto3skajqbev226sdj4c:2264,openssl@1.1.1l/paqxae2r5k3xeto3skajqbev226sdj4c:670,openssl@1.1.1l/qcmnunlg7abzvs6o73mboldleetd3qtl:1256,openssl@1.1.1l/qcmnunlg7abzvs6o73mboldleetd3qtl:3261,openssl@1.1.1l/qcmnunlg7abzvs6o73mboldleetd3qtl:3412,openssl@1.1.1l/s2h5it47wscr5u7rt7fcxedcq4cgc7qy:1100,openssl@1.1.1l/s2h5it47wscr5u7rt7fcxedcq4cgc7qy:2643,openssl@1.1.1l/s2h5it47wscr5u7rt7fcxedcq4cgc7qy:2936,openssl@1.1.1l/scxyl35mc7kk7sfhbufvaecxvd6mj4ig:2184,openssl@1.1.1l/scxyl35mc7kk7sfhbufvaecxvd6mj4ig:2276,openssl@1.1.1l/xxjngwctakak7cc5s4m6lg3q3bxxoep3:1178,openssl@1.1.1l/xxjngwctakak7cc5s4m6lg3q3bxxoep3:2883,openssl@1.1.1l/xxjngwctakak7cc5s4m6lg3q3bxxoep3:3172,openssl@1.1.1l/zqw6sbjosjmfswtssrz4wst7ycdbsaoq:2535,openssl@1.1.1l/zqw6sbjosjmfswtssrz4wst7ycdbsaoq:2972,openssl@1.1.1l/zty2qtvaf44pd4fgrdhc4kycgg7qehcs:1295,openssl@1.1.1l/zty2qtvaf44pd4fgrdhc4kycgg7qehcs:3308,openssl@1.1.1l/zty2qtvaf44pd4fgrdhc4kycgg7qehcs:3396,pkgconf@1.8.0/2vnrvnwyicaevseh5knlh4busiwumgb4:1023,pkgconf@1.8.0/2vnrvnwyicaevseh5knlh4busiwumgb4:2817,pkgconf@1.8.0/7unr6feyyrqzu73w5r4b2kcemo7x2flo:1179,pkgconf@1.8.0/7unr6feyyrqzu73w5r4b2kcemo7x2flo:2884,pkgconf@1.8.0/anrpxjaapfdsygzbmwgbtieytfdodxvl:1257,pkgconf@1.8.0/anrpxjaapfdsygzbmwgbtieytfdodxvl:3262,pkgconf@1.8.0/apncx7jzjqh4gugt5xlovh4hb34luvsf:2483,pkgconf@1.8.0/apncx7jzjqh4gugt5xlovh4hb34luvsf:867,pkgconf@1.8.0/bb7uo4zeviibyztogxvnqjrco4yagupk:2737,pkgconf@1.8.0/begneagheoqxdp2jjc3ovcguupa65dnn:2185,pkgconf@1.8.0/cr6bl3ldhmtanxm7mzer7kl3qekdazro:1101,pkgconf@1.8.0/cr6bl3ldhmtanxm7mzer7kl3qekdazro:2644,pkgconf@1.8.0/d37tl5gquoojp6uqaozu7vnlhpb2gfkq:1940,pkgconf@1.8.0/d37tl5gquoojp6uqaozu7vnlhpb2gfkq:413,pkgconf@1.8.0/fwujkya7cgret4scz72vcqqcpswrdolz:1884,pkgconf@1.8.0/fwujkya7cgret4scz72vcqqcpswrdolz:477,pkgconf@1.8.0/imivzpopjcgskrh3bsapxmbuwbfy7n7p:2064,pkgconf@1.8.0/imivzpopjcgskrh3bsapxmbuwbfy7n7p:569,pkgconf@1.8.0/q55twym232tyzfrbyb7marogto6poqqs:1296,pkgconf@1.8.0/q55twym232tyzfrbyb7marogto6poqqs:3309,pkgconf@1.8.0/qedlxiv6bazzr4wj3745ut3rdxt75lmk:1995,pkgconf@1.8.0/qedlxiv6bazzr4wj3745ut3rdxt75lmk:696,pkgconf@1.8.0/t6nf76iv7ayzzore7wmxz4jv5qay2zmi:2845,pkgconf@1.8.0/zdyk3fxr4alc52kgi3q532x7yjnw5zzv:2759,pkgconf@1.8.0/zdyk3fxr4alc52kgi3q532x7yjnw5zzv:906,pkgconf@1.8.0/znydlxm3k6raooelyt6v2xsog57rahai:1062,pkgconf@1.8.0/znydlxm3k6raooelyt6v2xsog57rahai:2689,zlib@1.2.11/24yocv2bginjnbejmmaxyg7jnemjql3e:2186,zlib@1.2.11/24yocv2bginjnbejmmaxyg7jnemjql3e:2278,zlib@1.2.11/2psni23qo4yftgrpfcsamk5kcfcg67ta:2690,zlib@1.2.11/2psni23qo4yftgrpfcsamk5kcfcg67ta:2951,zlib@1.2.11/2psni23qo4yftgrpfcsamk5kcfcg67ta:327,zlib@1.2.11/3umxdfbhdj2r7zwdm72vqyom6b3dtxa6:2818,zlib@1.2.11/3umxdfbhdj2r7zwdm72vqyom6b3dtxa6:3160,zlib@1.2.11/3umxdfbhdj2r7zwdm72vqyom6b3dtxa6:346,zlib@1.2.11/6g3p2a2a4yram3uszldcjj4kpiwazjdu:3186,zlib@1.2.11/6g3p2a2a4yram3uszldcjj4kpiwazjdu:334,zlib@1.2.11/7dpxgmjrl4d7yorywmcq5jo7gebeeqg7:2484,zlib@1.2.11/7dpxgmjrl4d7yorywmcq5jo7gebeeqg7:3052,zlib@1.2.11/7dpxgmjrl4d7yorywmcq5jo7gebeeqg7:355,zlib@1.2.11/c7ghghldnhotuvkyfvulduz6cn6lbngp:2116,zlib@1.2.11/c7ghghldnhotuvkyfvulduz6cn6lbngp:2303,zlib@1.2.11/c7ghghldnhotuvkyfvulduz6cn6lbngp:292,zlib@1.2.11/dijq7f6agbt42mzsnzli5uww6jinrqqw:2885,zlib@1.2.11/dijq7f6agbt42mzsnzli5uww6jinrqqw:301,zlib@1.2.11/dijq7f6agbt42mzsnzli5uww6jinrqqw:3174,zlib@1.2.11/dpu67sndb4g5yrduh5rlpbvk2syzrkxj:1885,zlib@1.2.11/dpu67sndb4g5yrduh5rlpbvk2syzrkxj:2567,zlib@1.2.11/dpu67sndb4g5yrduh5rlpbvk2syzrkxj:283,zlib@1.2.11/fetfeeat5iwke6cqwx2b2hm462cf6e7w:1986,zlib@1.2.11/fetfeeat5iwke6cqwx2b2hm462cf6e7w:2335,zlib@1.2.11/fpg72wdc2n3sz3molu6v524aoxbrpf5m:2602,zlib@1.2.11/fpg72wdc2n3sz3molu6v524aoxbrpf5m:322,zlib@1.2.11/g3s7rpljzjtm3inp35catgiq6yvgtgsx:3263,zlib@1.2.11/g3s7rpljzjtm3inp35catgiq6yvgtgsx:3414,zlib@1.2.11/g3s7rpljzjtm3inp35catgiq6yvgtgsx:352,zlib@1.2.11/jd47rgbd5wrrsxqqvj3s7alpqow4hpkf:3310,zlib@1.2.11/jd47rgbd5wrrsxqqvj3s7alpqow4hpkf:337,zlib@1.2.11/jd47rgbd5wrrsxqqvj3s7alpqow4hpkf:3398,zlib@1.2.11/ksr5xv5p32nhmyhi7puvib5l3saae3ae:2846,zlib@1.2.11/ksr5xv5p32nhmyhi7puvib5l3saae3ae:3087,zlib@1.2.11/mg4stmfvswqk3ez26oi6pwmvlk5kh72g:2645,zlib@1.2.11/mg4stmfvswqk3ez26oi6pwmvlk5kh72g:2938,zlib@1.2.11/mg4stmfvswqk3ez26oi6pwmvlk5kh72g:340,zlib@1.2.11/mwifiga6wu43s7kwk34lv2nzboreynul:1996,zlib@1.2.11/mwifiga6wu43s7kwk34lv2nzboreynul:2291,zlib@1.2.11/mwifiga6wu43s7kwk34lv2nzboreynul:313,zlib@1.2.11/od3ff45qkqomztabnsdu53oodi4b4vnl:2099,zlib@1.2.11/od3ff45qkqomztabnsdu53oodi4b4vnl:2266,zlib@1.2.11/od3ff45qkqomztabnsdu53oodi4b4vnl:319,zlib@1.2.11/p2xexzf5dogrcn63iyt2m26p7brnsc2j:2065,zlib@1.2.11/p2xexzf5dogrcn63iyt2m26p7brnsc2j:310,zlib@1.2.11/rmgwufkn7yhmpl22euvymlhp6f2qqvhi:2537,zlib@1.2.11/utr5k4rrz6umwgqbvkl26ui2cmcxtvy5:2760,zlib@1.2.11/utr5k4rrz6umwgqbvkl26ui2cmcxtvy5:298,zlib@1.2.11/utr5k4rrz6umwgqbvkl26ui2cmcxtvy5:3130,zlib@1.2.11/yyp52guhrxkprm2eqppdbhnh2kbrjt5m:2738,zlib@1.2.11/yyp52guhrxkprm2eqppdbhnh2kbrjt5m:3100
curl@7.50.2/iyy3gh2tyo3irfwinh3snzqa4fzlqceo:2464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0
curl@7.50.2/l4c5oxrkwppluenftu3z62n2bgi442s3:3322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
curl@7.50.2/mztlenyy6vtxavjgy4mc4owhnkx7g7fc:2533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
curl@7.50.2/q45wthnwqqbep5zithwxdgkj2sj2sluv:2526,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
curl@7.50.2/uxw3v6remr35qrhh7elzm3szrgtzwnln:3460,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
curl@7.50.2/w43jdlk543dh33ij6vuvdvk3sk3rm55i:3068,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0
curl@7.50.2/xyp3tafcb4r4bf2ya3vow3aun5crwkrt:2597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
curl@7.50.3/233jwaxm52lwfv2pua7sptnuhcnahn52:3037,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0
curl@7.50.3/2m62zv57u5rbqfopnu4ayr7xsoo5dv4r:3370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0
curl@7.50.3/343f7xmh2ufkul5ijgjmk4phkpx4bvjz:3459,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
curl@7.50.3/7h3kun53iuzy6acrb4dszv3mxcb7ygkd:3304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
curl@7.50.3/alzv5duz5tsorszggiciwzgy5nwyxpze:3373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
curl@7.50.3/cengad6goeetunjfwnvtaxak73i5gr43:3066,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0
curl@7.50.3/dtufstst4uaraz65jr34iyrd5tfjihxf:3391,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
curl@7.50.3/e56omtinhswcxydcvhzdouaoj2fzl2p7:2459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0
curl@7.50.3/gjsijcqw5pzky7vgf67vnuxtth7dvbdl:3081,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
curl@7.50.3/kbji7gcgd57v5kl4mtoo3qzum4e2jrb3:2509,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
curl@7.50.3/maktw5pqewtlnc54ry5icplnkl765ocb:3141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
curl@7.50.3/ok2iff3ruurehuzrlgv23sldpnbmrsqj:3117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
curl@7.50.3/ouc34qwsdqnxegoytoeacos5fprmi2e6:2593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
curl@7.50.3/rapabrv5sp3fsr34sj5jlre4mefpz525:2467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
curl@7.50.3/tm2dharifoocp7fafi54ikwi75nix5lq:2530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
curl@7.50.3/tve7jfygwv3vcuj4pem6xl5fdk6wqstb:2448,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0
curl@7.50.3/ud7dekph5tpirfbfwc24glgle33x7ake:2731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
curl@7.50.3/z3mf4mgvcfy7ukhy542pljjxwgd6pl6a:3381,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
curl@7.50.3/zsj2cmzoun4onlehzi2lw46lvtpke7jl:2380,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
curl@7.52.1/2luxyydw432qb7utfc22xse6cxnuiyov:2377,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
curl@7.52.1/63fgto3wget2nzb3jjzyvvjqctyrkz7h:3111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
curl@7.52.1/6b2435fnyu53tmj4nx6grx3znbrajkbf:2463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
curl@7.52.1/7rsbwzn7dy6hte33e66mugcqfjnfsb4a:3369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
curl@7.52.1/a4fko4olpl2kek5oumuiaiv6jsi7xswu:2730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
curl@7.52.1/cyqrgaarpchzbdwqhrdttdyunpgymr6c:3035,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0
curl@7.52.1/ekjmekmpg5zs7hufzuo4bgdhxgf3vlm5:2454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0
